id,Dog,Dog score
1389,1,0.99960786
139,1,0.9180381
1390,0,1.7307327e-06
1391,0,9.985104e-06
1392,0,1.3695719e-09
1393,1,0.9985537
1394,0,1.2754968e-15
1395,1,0.9931078
1396,0,2.1252009e-11
1397,0,1.1958817e-09
1398,0,4.335786e-09
1399,1,1.0
14,0,1.7439838e-10
140,0,3.8979766e-09
1400,1,0.9997129
1401,1,0.99562657
1402,1,1.0
1403,0,1.1876809e-08
1404,0,1.265408e-09
1405,1,0.9999933
1406,0,2.9835988e-11
1407,0,4.1159805e-11
1408,0,0.00010022883
1409,1,0.862289
141,0,1.1931138e-16
1410,0,1.8305636e-05
1411,1,1.0
1412,0,0.00080681755
1413,1,0.99595886
1414,1,0.9972549
1415,0,0.00010029127
1416,0,5.719355e-12
1417,0,1.1411387e-15
1418,0,1.4661323e-18
1419,0,0.0022882747
142,1,0.999992
1420,1,1.0
1421,1,0.9630716
1422,0,5.5828164e-09
1423,0,0.3645086
1424,1,1.0
1425,0,0.0111887725
1426,0,2.1661205e-15
1427,1,1.0
1428,1,0.9814305
1429,1,0.99999905
143,1,1.0
1430,1,1.0
1431,1,0.99999917
1432,1,1.0
1433,1,0.65747213
1434,1,1.0
1435,1,0.99999964
1436,1,1.0
1437,1,0.99999774
1438,0,1.0986397e-18
1439,0,6.482266e-11
144,1,0.61844003
1440,0,0.0011272856
1441,0,3.6708994e-25
1442,1,0.98161066
1443,1,0.99115807
1444,1,0.9999999
1445,1,1.0
1446,0,5.8643188e-08
1447,0,0.22771868
1448,0,0.039057206
1449,1,0.8596071
145,0,4.011112e-07
1450,0,2.377865e-08
1451,0,2.0402449e-05
1452,1,0.99998534
1453,0,8.148973e-09
1454,0,1.0779602e-09
1455,0,9.534734e-20
1456,0,0.00044883214
1457,1,0.99996376
1458,1,0.9998759
1459,0,8.640998e-13
146,1,1.0
1460,1,1.0
1461,0,3.1559786e-17
1462,0,0.106582545
1463,0,5.5637482e-12
1464,0,5.3391713e-10
1465,1,0.707316
1466,0,0.26733187
1467,0,0.00028555578
1468,1,0.9999913
1469,1,1.0
147,1,1.0
1470,1,0.9999995
1471,1,0.99833834
1472,0,9.195738e-12
1473,0,8.0298736e-21
1474,0,0.0005608343
1475,0,2.2239517e-08
1476,1,0.99913293
1477,1,0.9998362
1478,0,3.0492817e-08
1479,1,0.97546715
148,1,0.78826493
1480,0,1.4209642e-11
1481,1,1.0
1482,1,0.9971841
1483,1,1.0
1484,0,2.8293237e-14
1485,0,1.2655482e-06
1486,1,0.99360377
1487,0,0.002441562
1488,0,8.1379925e-09
1489,0,2.3905708e-08
149,0,0.00020899782
1490,1,0.99999547
1491,0,4.3811533e-19
1492,0,2.8368668e-18
1493,1,1.0
1494,0,1.8602698e-08
1495,1,0.9992679
1496,1,0.9999988
1497,1,1.0
1498,1,1.0
1499,0,7.2326016e-09
15,0,1.1331193e-13
150,0,0.00045753462
1500,0,1.2235417e-19
1501,1,0.9991447
1502,0,4.4846747e-05
1503,0,1.4553385e-11
1504,0,0.0033113286
1505,0,0.007494376
1506,1,0.9999993
1507,0,2.7292294e-14
1508,1,1.0
1509,1,1.0
151,1,0.99992454
1510,0,3.6939226e-05
1511,0,0.00085073424
1512,1,1.0
1513,0,0.3078999
1514,0,2.9005392e-07
1515,0,0.29752186
1516,1,0.9999969
1517,0,4.420799e-05
1518,0,3.1822215e-11
1519,1,0.94619304
152,0,1.6637471e-13
1520,0,0.022964098
1521,1,0.9999999
1522,0,3.4320578e-07
1523,0,2.3534867e-07
1524,0,8.747464e-12
1525,1,0.99210936
1526,1,0.99982077
1527,0,0.022240477
1528,0,6.990407e-10
1529,1,1.0
153,0,3.2496984e-11
1530,1,0.980565
1531,1,1.0
1532,0,2.9349216e-12
1533,0,3.7127308e-11
1534,0,1.4707772e-09
1535,0,2.8299048e-19
1536,1,1.0
1537,1,0.9999695
1538,1,0.99993527
1539,0,9.19586e-08
154,0,5.8858673e-06
1540,0,5.0372848e-11
1541,1,0.99999845
1542,1,1.0
1543,0,0.0126812635
1544,1,0.683831
1545,0,0.28271317
1546,1,0.66445607
1547,1,0.9912698
1548,0,5.4322218e-08
1549,1,1.0
155,1,0.999613
1550,0,1.8728355e-06
1551,0,1.6354045e-07
1552,0,6.1001185e-14
1553,1,1.0
1554,1,1.0
1555,0,7.344231e-07
1556,0,0.4151541
1557,1,0.9940059
1558,0,8.043038e-18
1559,0,4.4653437e-10
156,0,4.158592e-07
1560,0,8.98678e-08
1561,0,0.0059762606
1562,1,0.95280796
1563,1,1.0
1564,1,0.999938
1565,0,5.3936623e-11
1566,0,5.5957826e-05
1567,0,6.252896e-10
1568,0,0.00036929673
1569,1,1.0
157,0,1.1499793e-11
1570,0,1.7905666e-09
1571,1,0.9407779
1572,1,1.0
1573,1,1.0
1574,1,0.9969002
1575,1,1.0
1576,1,1.0
1577,1,0.93333334
1578,0,7.473801e-08
1579,0,1.1273947e-11
158,1,1.0
1580,0,0.07221161
1581,1,1.0
1582,0,5.485633e-09
1583,1,0.99946386
1584,0,0.03588276
1585,0,0.00012203976
1586,0,5.9377015e-07
1587,0,0.037848897
1588,0,2.115563e-15
1589,0,2.3080278e-07
159,1,1.0
1590,1,1.0
1591,1,0.9999999
1592,0,0.28935242
1593,1,0.9166426
1594,1,0.92479724
1595,0,6.083196e-08
1596,1,1.0
1597,0,0.007873063
1598,0,0.44845995
1599,1,0.9629007
16,0,0.022437414
160,1,0.76300913
1600,1,0.9996164
1601,0,0.001022778
1602,1,0.9999999
1603,0,4.618958e-10
1604,0,2.7982783e-09
1605,1,0.92681336
1606,0,4.0799375e-16
1607,0,8.018674e-09
1608,0,1.1798948e-13
1609,1,0.9999665
161,0,1.1102782e-11
1610,1,1.0
1611,0,2.9428912e-07
1612,1,1.0
1613,0,1.5842764e-17
1614,1,0.58200085
1615,0,4.9694264e-14
1616,0,0.00037902215
1617,1,0.99600655
1618,0,1.2222665e-05
1619,1,1.0
162,0,1.5499757e-09
1620,1,0.99983263
1621,0,0.45856667
1622,0,1.2499567e-10
1623,0,1.6359183e-12
1624,0,1.600619e-06
1625,1,1.0
1626,0,5.978328e-12
1627,0,3.10113e-09
1628,1,0.8095489
1629,1,1.0
163,0,2.8881954e-05
1630,1,0.9999502
1631,0,9.1441244e-08
1632,1,0.99995744
1633,1,0.9999418
1634,1,0.8809952
1635,1,0.9999906
1636,0,3.8730562e-07
1637,1,1.0
1638,1,1.0
1639,1,0.9706152
164,1,0.9999988
1640,1,1.0
1641,0,6.1151497e-09
1642,1,1.0
1643,1,0.9999628
1644,1,1.0
1645,1,1.0
1646,0,3.762847e-12
1647,1,1.0
1648,0,1.0547374e-14
1649,0,6.082198e-08
165,0,0.018313019
1650,1,0.64322793
1651,0,0.00041341287
1652,1,0.7532415
1653,1,1.0
1654,1,0.98925275
1655,0,0.49873063
1656,0,0.0077031376
1657,0,7.1501904e-10
1658,1,1.0
1659,1,0.9777795
166,0,0.14998722
1660,0,0.03780278
1661,0,4.5917406e-12
1662,1,0.9210988
1663,0,0.00810215
1664,0,2.33569e-10
1665,0,1.6571702e-08
1666,0,2.572295e-13
1667,1,1.0
1668,0,7.900466e-06
1669,1,1.0
167,1,1.0
1670,0,4.077073e-17
1671,1,0.9925087
1672,1,1.0
1673,0,0.00026172926
1674,0,1.3883484e-06
1675,0,3.88376e-07
1676,1,0.9999999
1677,1,1.0
1678,1,0.9998946
1679,0,1.1944883e-05
168,0,3.8226432e-08
1680,0,1.6745615e-10
1681,0,4.2817923e-09
1682,1,1.0
1683,0,1.6091066e-08
1684,1,1.0
1685,1,0.9987369
1686,1,1.0
1687,1,0.99999404
1688,1,0.9997242
1689,0,1.10159684e-13
169,0,4.422823e-05
1690,1,0.999998
1691,1,0.9833807
1692,1,1.0
1693,1,1.0
1694,0,3.268314e-12
1695,0,0.00043971403
1696,1,0.9998394
1697,0,1.9037267e-09
1698,0,1.962705e-12
1699,1,0.8743528
17,1,1.0
170,0,0.001657041
1700,0,3.8796264e-09
1701,1,0.99999976
1702,1,0.9961824
1703,1,0.8989238
1704,1,0.99999845
1705,1,0.99995685
1706,1,0.99999905
1707,0,4.0135213e-12
1708,1,0.58495766
1709,0,3.9116907e-07
171,0,2.618143e-06
1710,0,1.4498097e-17
1711,1,0.99999774
1712,0,5.293947e-13
1713,0,8.571021e-17
1714,1,0.7573193
1715,1,0.65430933
1716,1,0.9999418
1717,1,0.9999838
1718,0,1.1046457e-09
1719,1,0.9963295
172,1,0.9754453
1720,1,0.6580531
1721,0,1.0388234e-17
1722,1,0.99999917
1723,0,0.0008743577
1724,0,0.0024575954
1725,1,1.0
1726,1,1.0
1727,1,0.99999976
1728,1,0.9913594
1729,0,1.2529059e-19
173,1,0.9925453
1730,1,0.9999999
1731,0,1.6886972e-13
1732,1,0.9999999
1733,1,1.0
1734,0,0.0032628232
1735,1,0.5218749
1736,0,1.737139e-05
1737,1,0.9998217
1738,0,4.879171e-13
1739,1,1.0
174,0,2.9189845e-11
1740,0,6.881504e-07
1741,0,0.008717279
1742,1,1.0
1743,1,0.9999995
1744,1,1.0
1745,0,3.731573e-11
1746,1,1.0
1747,0,1.3436148e-05
1748,0,0.20138219
1749,0,8.942648e-05
175,1,1.0
1750,0,0.001533693
1751,1,0.9999782
1752,0,0.0011692207
1753,1,0.93078774
1754,0,1.638711e-11
1755,1,1.0
1756,0,0.12348127
1757,0,0.111009195
1758,1,0.9999764
1759,1,0.99999845
176,1,0.9999027
1760,0,1.1343095e-19
1761,1,1.0
1762,1,0.99998295
1763,0,1.156437e-15
1764,1,0.99999964
1765,0,2.5325483e-15
1766,1,0.9999479
1767,1,1.0
1768,1,1.0
1769,1,0.9999993
177,1,0.9996984
1770,0,4.5384204e-06
1771,0,0.05538567
1772,0,4.932734e-16
1773,1,0.99999976
1774,0,3.7462725e-10
1775,0,0.0003227182
1776,1,0.9999896
1777,0,0.002063523
1778,0,8.659577e-09
1779,0,3.4446813e-08
178,1,0.99999595
1780,0,5.491945e-13
1781,1,0.99999785
1782,1,0.99999607
1783,0,5.4790603e-11
1784,0,0.056786694
1785,0,0.0017191282
1786,1,0.99934274
1787,1,0.99999976
1788,1,0.9402362
1789,1,1.0
179,1,1.0
1790,0,0.13243134
1791,1,0.9995042
1792,0,1.2995181e-11
1793,0,0.112274036
1794,1,1.0
1795,0,5.0976856e-10
1796,0,9.8396216e-05
1797,1,1.0
1798,0,4.3590572e-11
1799,0,0.0026950133
18,1,1.0
180,0,1.9805066e-09
1800,1,1.0
1801,1,1.0
1802,0,1.81579e-09
1803,1,0.9999453
1804,0,1.5681768e-10
1805,0,4.91015e-12
1806,1,0.63665515
1807,1,1.0
1808,0,0.020229995
1809,1,0.99354434
181,1,1.0
1810,0,0.35754478
1811,1,1.0
1812,0,1.383098e-06
1813,1,0.9999999
1814,1,0.99999976
1815,0,1.0009781e-13
1816,1,1.0
1817,1,0.9999976
1818,0,3.675386e-16
1819,0,0.47666338
182,1,1.0
1820,0,0.0011852563
1821,1,1.0
1822,0,6.4825906e-10
1823,0,8.997618e-06
1824,0,1.6416769e-07
1825,1,1.0
1826,0,0.28177902
1827,0,1.5237007e-16
1828,1,0.97076076
1829,1,0.9999033
183,0,0.000580698
1830,0,1.3387272e-19
1831,1,0.9979054
1832,1,0.9853887
1833,1,0.74019843
1834,0,5.926751e-15
1835,0,2.1930322e-09
1836,0,1.0885476e-08
1837,1,0.99912983
1838,1,1.0
1839,0,3.423537e-05
184,0,0.07716969
1840,1,1.0
1841,1,0.999998
1842,1,0.99999356
1843,0,0.00026085333
1844,0,0.00037387208
1845,1,1.0
1846,1,1.0
1847,0,1.9476669e-14
1848,1,0.9999682
1849,1,0.9996786
185,0,2.187969e-16
1850,1,0.7126417
1851,1,1.0
1852,0,2.2027813e-05
1853,1,1.0
1854,0,1.8720256e-09
1855,1,0.9999776
1856,1,0.99996316
1857,0,5.9109864e-09
1858,0,0.00167879
1859,1,0.96997875
186,0,6.1646894e-08
1860,1,0.8766388
1861,0,1.52298e-16
1862,0,2.1435447e-11
1863,1,1.0
1864,0,3.7511814e-08
1865,1,0.999119
1866,1,0.99986994
1867,0,0.032127455
1868,0,2.2611774e-11
1869,0,7.30083e-14
187,0,2.6190672e-15
1870,0,6.279722e-07
1871,1,1.0
1872,1,0.9999988
1873,1,0.9375913
1874,1,1.0
1875,0,2.20029e-08
1876,1,0.9999981
1877,1,0.9898825
1878,1,1.0
1879,0,1.9690147e-13
188,0,1.601002e-17
1880,0,5.1213095e-10
1881,1,0.9918733
1882,1,0.89893115
1883,0,2.1587027e-07
1884,1,0.99999845
1885,1,0.72322226
1886,0,0.49022964
1887,0,0.008929992
1888,1,1.0
1889,0,5.6680257e-14
189,0,0.12913758
1890,0,0.00012987667
1891,1,0.99992776
1892,0,0.13272694
1893,0,2.7662993e-13
1894,0,8.616981e-10
1895,1,0.99999845
1896,0,8.171904e-05
1897,0,3.198704e-09
1898,0,1.6573351e-06
1899,0,7.177171e-15
19,0,4.686446e-10
190,1,1.0
1900,0,6.8719764e-08
1901,0,7.406921e-11
1902,0,0.020826759
1903,1,1.0
1904,1,0.8748083
1905,1,1.0
1906,1,0.9999994
1907,0,0.015003906
1908,1,0.99986005
1909,1,1.0
191,0,4.566728e-11
1910,1,0.99751043
1911,1,0.7946879
1912,1,1.0
1913,0,4.6742155e-14
1914,1,0.9979056
1915,1,0.95238864
1916,1,0.9989002
1917,1,0.9995939
1918,0,4.6890574e-07
1919,1,0.99989605
192,0,3.4292498e-08
1920,0,5.0787727e-13
1921,0,1.13441686e-07
1922,1,0.9999993
1923,0,1.1884403e-15
1924,0,7.692359e-12
1925,1,1.0
1926,0,0.47303274
1927,0,5.2804462e-12
1928,1,0.99946576
1929,0,5.056695e-21
193,0,0.0032318244
1930,1,0.99999964
1931,0,0.00030377458
1932,1,0.98866445
1933,1,0.80631334
1934,0,1.0813611e-11
1935,0,3.4143284e-09
1936,0,0.0004325597
1937,1,1.0
1938,1,1.0
1939,1,1.0
194,0,7.996027e-08
1940,1,0.9999988
1941,1,1.0
1942,0,3.9869982e-13
1943,0,0.0012429145
1944,0,6.483859e-23
1945,0,0.00013530774
1946,0,3.6600925e-09
1947,1,1.0
1948,1,1.0
1949,1,0.99992883
195,1,0.9956116
1950,1,0.9999994
1951,0,1.23959325e-14
1952,0,7.0685305e-18
1953,1,0.9174187
1954,1,1.0
1955,0,0.22742803
1956,1,1.0
1957,0,0.029729035
1958,0,3.5175516e-18
1959,0,5.515522e-06
196,1,0.7363328
1960,0,7.530289e-09
1961,0,7.3348516e-16
1962,1,1.0
1963,0,6.843071e-06
1964,0,1.9020091e-06
1965,0,1.4236459e-09
1966,1,0.9999974
1967,0,1.7007348e-09
1968,1,0.9995497
1969,0,4.7467793e-06
197,1,0.999009
1970,0,0.0017279256
1971,0,2.3211792e-15
1972,1,0.9898117
1973,0,2.2160805e-07
1974,0,1.6684957e-12
1975,0,7.515087e-11
1976,0,0.004125312
1977,1,0.99882835
1978,0,1.550565e-08
1979,1,0.9999156
198,0,2.7760954e-08
1980,1,1.0
1981,1,0.9989341
1982,0,1.451199e-06
1983,1,1.0
1984,1,0.99459064
1985,0,1.03009576e-07
1986,1,0.998541
1987,1,1.0
1988,0,5.9714045e-10
1989,1,0.99999785
199,0,0.006120237
1990,1,0.99987316
1991,1,1.0
1992,0,2.8203378e-13
1993,0,0.008957469
1994,1,0.9999994
1995,0,1.450904e-07
1996,1,0.99997747
1997,1,1.0
1998,1,0.99997675
1999,0,4.7599897e-15
2,1,1.0
20,0,8.429792e-13
200,1,0.99985814
2000,1,0.98326474
2001,1,1.0
2002,1,1.0
2003,0,2.3093012e-06
2004,1,0.9999944
2005,1,0.9999995
2006,0,0.0016933493
2007,0,0.4754766
2008,1,1.0
2009,1,1.0
201,1,0.999985
2010,1,0.9999999
2011,1,0.86931974
2012,0,6.238767e-10
2013,0,0.30130535
2014,0,0.085336395
2015,1,0.9993894
2016,0,0.28973493
2017,0,1.9247066e-06
2018,0,4.5885913e-11
2019,0,1.2696991e-17
202,0,1.8940524e-13
2020,0,1.6144072e-11
2021,0,3.996479e-06
2022,0,0.0020228531
2023,1,0.9999999
2024,0,8.8850417e-13
2025,0,2.1674264e-15
2026,1,0.5663749
2027,0,0.0031037235
2028,0,5.5061962e-05
2029,0,4.1452622e-16
203,1,1.0
2030,0,1.1124467e-07
2031,0,0.23400201
2032,0,9.442252e-13
2033,1,0.82018864
2034,0,9.265232e-11
2035,1,0.9990336
2036,0,9.602121e-26
2037,0,4.520274e-06
2038,1,0.9633897
2039,1,0.68806726
204,1,1.0
2040,1,1.0
2041,1,0.9999999
2042,1,0.99999976
2043,1,0.81992906
2044,0,6.14096e-12
2045,1,0.9959825
2046,1,0.99407214
2047,0,9.5365256e-18
2048,0,1.0049269e-12
2049,0,8.574241e-06
205,0,1.6145295e-12
2050,1,1.0
2051,0,0.1566323
2052,1,0.957481
2053,0,5.1190235e-10
2054,1,0.85552317
2055,1,0.9999976
2056,1,0.9999999
2057,1,0.99999404
2058,0,4.2011743e-06
2059,1,0.99998856
206,0,1.1709766e-09
2060,1,0.97941417
2061,1,0.77946734
2062,1,1.0
2063,1,0.5468871
2064,1,0.9537012
2065,1,0.99999917
2066,0,6.025757e-07
2067,1,0.9999639
2068,0,1.512934e-08
2069,1,1.0
207,1,1.0
2070,1,1.0
2071,1,0.99999547
2072,0,0.01921989
2073,0,4.9302373e-10
2074,0,3.8809955e-09
2075,0,1.1786599e-17
2076,0,0.000847018
2077,1,0.9999889
2078,1,0.9998258
2079,0,0.004434965
208,0,0.021589555
2080,1,0.98015445
2081,1,0.99996996
2082,1,0.6495422
2083,1,1.0
2084,1,0.9999994
2085,1,0.987245
2086,1,0.9999529
2087,0,1.684513e-08
2088,0,4.148099e-05
2089,0,4.2947044e-14
209,0,3.7106388e-13
2090,0,4.7075937e-07
2091,1,0.99420035
2092,1,0.9999262
2093,0,1.613322e-13
2094,1,0.9899912
2095,1,1.0
2096,0,5.095314e-10
2097,0,0.06429332
2098,1,0.59841937
2099,1,1.0
21,1,1.0
210,0,3.114716e-17
2100,0,8.0632585e-09
2101,1,1.0
2102,1,0.99998176
2103,1,1.0
2104,1,0.9974727
2105,0,0.022018481
2106,0,4.774967e-11
2107,1,1.0
2108,0,1.0708825e-06
2109,1,1.0
211,1,1.0
2110,1,1.0
2111,1,0.99989355
2112,0,1.1031169e-17
2113,0,1.6970678e-19
2114,1,1.0
2115,0,0.2571662
2116,0,1.658861e-06
2117,1,0.99958235
2118,0,5.290964e-11
2119,1,0.945785
212,1,0.99967
2120,1,0.99646723
2121,1,0.99190813
2122,1,1.0
2123,1,0.99990714
2124,1,1.0
2125,1,0.9999999
2126,1,1.0
2127,0,8.735334e-10
2128,0,2.6700768e-06
2129,1,0.97827643
213,0,0.019742351
2130,0,4.3589035e-09
2131,0,3.213294e-09
2132,0,4.2403118e-16
2133,0,2.4995378e-25
2134,1,0.9999999
2135,1,0.99999905
2136,1,0.98697126
2137,1,0.59031945
2138,1,0.82360405
2139,0,1.9882267e-10
214,1,0.98897237
2140,0,0.1290677
2141,0,0.0008993354
2142,0,0.051448602
2143,1,1.0
2144,0,1.3256181e-06
2145,1,0.9998946
2146,1,1.0
2147,0,0.020813748
2148,1,0.7581274
2149,0,6.8050385e-23
215,1,1.0
2150,0,8.5464005e-14
2151,0,1.5366706e-05
2152,0,3.0399017e-09
2153,0,5.021589e-07
2154,1,0.99919206
2155,0,0.274804
2156,0,1.197934e-09
2157,1,1.0
2158,1,0.9131104
2159,1,0.9146067
216,1,0.9992192
2160,1,0.9999963
2161,0,3.4001704e-11
2162,0,9.28208e-09
2163,1,0.9999919
2164,0,3.7811503e-08
2165,0,1.8420296e-12
2166,0,8.629794e-10
2167,0,7.5658197e-13
2168,0,5.7861116e-06
2169,0,3.1872144e-11
217,1,0.9999981
2170,0,2.1803903e-13
2171,1,0.99999964
2172,0,0.3893928
2173,1,0.9524432
2174,1,0.99999607
2175,1,0.9999999
2176,1,0.9999982
2177,1,0.9936147
2178,1,1.0
2179,1,1.0
218,0,7.990358e-15
2180,1,0.996807
2181,0,0.22574574
2182,1,1.0
2183,0,6.5006223e-09
2184,1,1.0
2185,1,0.94544965
2186,1,1.0
2187,0,1.3797856e-11
2188,0,4.822607e-15
2189,1,1.0
219,1,1.0
2190,0,1.0845761e-13
2191,0,5.0460903e-06
2192,1,0.99999
2193,1,0.99877125
2194,1,0.99986935
2195,0,0.26017192
2196,1,0.9999999
2197,1,0.99999464
2198,1,0.745671
2199,0,0.28845498
22,0,0.052018683
220,1,0.99999666
2200,0,6.8792175e-15
2201,1,0.9999825
2202,1,0.9886037
2203,1,0.9331929
2204,1,0.9999882
2205,0,1.1201255e-09
2206,0,5.34861e-10
2207,0,2.5746907e-09
2208,0,3.6356512e-12
2209,1,0.99999976
221,0,1.5028999e-07
2210,1,0.99996936
2211,1,1.0
2212,1,0.99953735
2213,0,3.176465e-12
2214,1,1.0
2215,1,1.0
2216,1,0.999969
2217,1,0.99577564
2218,0,1.9029739e-14
2219,0,0.0001210763
222,1,1.0
2220,1,1.0
2221,1,1.0
2222,1,1.0
2223,1,0.99996424
2224,0,0.032316867
2225,0,2.748885e-09
2226,1,0.9997279
2227,0,2.019659e-05
2228,1,1.0
2229,1,0.9999777
223,1,0.99981076
2230,1,0.99453616
2231,0,6.329909e-14
2232,1,0.99999976
2233,0,7.540856e-07
2234,1,0.99840015
2235,0,1.2360902e-09
2236,1,0.84119606
2237,0,0.4142902
2238,1,0.991055
2239,0,3.345294e-10
224,0,8.898326e-12
2240,1,0.99969876
2241,1,1.0
2242,0,2.7876478e-05
2243,0,0.003045397
2244,1,0.9999435
2245,0,1.1672587e-06
2246,1,1.0
2247,0,4.925481e-14
2248,0,6.0892777e-05
2249,1,0.9999913
225,1,1.0
2250,1,1.0
2251,1,0.59335774
2252,0,0.3549229
2253,1,0.979258
2254,1,0.58749646
2255,1,1.0
2256,0,3.1322078e-09
2257,0,0.011328821
2258,1,0.9991284
2259,1,0.9999988
226,1,1.0
2260,1,1.0
2261,1,0.999998
2262,0,4.2243882e-06
2263,1,0.84072334
2264,0,0.26937777
2265,0,1.3153569e-13
2266,0,5.780532e-11
2267,1,1.0
2268,0,7.619859e-15
2269,0,0.0018255519
227,1,0.99985814
2270,0,0.09844058
2271,1,0.9996655
2272,1,0.9998964
2273,0,3.1151127e-14
2274,0,1.9901409e-08
2275,1,0.99999213
2276,1,0.99993896
2277,0,0.32878852
2278,0,8.584587e-09
2279,0,0.18164511
228,0,9.421502e-11
2280,1,0.9999994
2281,1,0.9999883
2282,0,3.6558017e-09
2283,0,0.2046895
2284,1,1.0
2285,1,0.99999857
2286,1,0.9407323
2287,0,2.711871e-11
2288,0,1.1971773e-14
2289,0,0.0007206629
229,1,1.0
2290,0,8.600764e-07
2291,1,0.90974605
2292,0,2.3062776e-14
2293,0,5.01157e-06
2294,1,0.66902184
2295,1,1.0
2296,0,0.00021694702
2297,1,0.9926063
2298,0,3.2191141e-10
2299,0,1.744725e-11
23,1,1.0
230,0,0.023620838
2300,1,1.0
2301,1,0.9999999
2302,0,1.0447425e-14
2303,0,4.979484e-10
2304,1,0.99750274
2305,1,0.99994326
2306,1,1.0
2307,0,2.4065268e-09
2308,1,0.67074305
2309,0,0.09781037
231,1,0.9972011
2310,1,1.0
2311,1,0.9957968
2312,0,6.999471e-07
2313,1,1.0
2314,0,6.060051e-06
2315,1,0.89063215
2316,1,1.0
2317,0,3.4799065e-15
2318,0,3.784083e-10
2319,1,0.99999976
232,1,0.61650735
2320,0,0.02057201
2321,0,3.209138e-11
2322,1,0.999998
2323,0,4.1553424e-11
2324,1,0.9999999
2325,1,0.9998134
2326,1,0.97413784
2327,1,0.89743954
2328,0,9.0198966e-14
2329,0,1.0550409e-11
233,0,8.902608e-15
2330,0,0.0016778717
2331,0,0.116604574
2332,0,2.121156e-14
2333,1,1.0
2334,1,1.0
2335,0,2.309422e-09
2336,1,0.9997826
2337,0,0.0007910301
2338,0,7.9697915e-12
2339,0,0.2197936
234,0,0.0007360462
2340,1,0.99569076
2341,0,9.453064e-13
2342,1,0.9999801
2343,0,2.3144224e-09
2344,0,1.5694014e-09
2345,1,0.9989128
2346,0,0.00013844088
2347,1,0.942539
2348,0,8.0086345e-08
2349,0,8.695882e-11
235,1,0.95301265
2350,1,1.0
2351,1,0.9999995
2352,0,1.8366909e-05
2353,0,7.6948905e-05
2354,0,5.2165495e-07
2355,1,0.9999994
2356,0,0.0952526
2357,1,0.99999857
2358,1,0.9999989
2359,1,0.99999976
236,1,0.96752924
2360,0,2.378764e-15
2361,1,0.6527447
2362,1,0.9983266
2363,0,7.03314e-09
2364,0,6.3074237e-13
2365,1,0.998028
2366,1,1.0
2367,0,1.7327025e-08
2368,1,1.0
2369,0,3.4859027e-09
237,0,1.8502986e-11
2370,0,0.0024705362
2371,0,0.09605537
2372,1,1.0
2373,1,0.9862423
2374,1,1.0
2375,0,2.8589606e-09
2376,1,1.0
2377,0,5.4101246e-12
2378,1,1.0
2379,0,7.977313e-10
238,1,0.9993505
2380,0,2.7801566e-14
2381,1,1.0
2382,0,1.7186249e-12
2383,1,0.99998426
2384,1,0.99999225
2385,1,0.99999774
2386,1,0.99999976
2387,0,0.04375869
2388,1,0.9980907
2389,1,0.9946466
239,0,5.3987956e-12
2390,0,4.119995e-06
2391,1,0.9999831
2392,0,2.1290634e-11
2393,1,1.0
2394,0,8.126096e-09
2395,0,8.213141e-08
2396,0,1.6353289e-08
2397,0,0.0041363603
2398,1,0.6983222
2399,0,6.134271e-05
24,1,0.95019656
240,1,1.0
2400,1,1.0
2401,0,1.8255515e-09
2402,1,0.99857676
2403,1,1.0
2404,1,0.9999989
2405,0,3.164363e-13
2406,1,1.0
2407,0,1.4949639e-14
2408,1,0.9896287
2409,1,1.0
241,1,1.0
2410,0,0.0069290046
2411,0,1.2281312e-08
2412,1,1.0
2413,0,6.235105e-17
2414,0,7.2375025e-07
2415,0,0.0006485391
2416,1,0.99916625
2417,0,0.0064707575
2418,0,1.7827713e-11
2419,0,1.2288644e-27
242,1,0.9999999
2420,0,0.2740892
2421,0,2.460202e-12
2422,1,1.0
2423,0,0.23774292
2424,0,0.014881038
2425,0,4.4887755e-10
2426,0,8.238397e-24
2427,0,0.0040371837
2428,1,0.9934907
2429,0,1.5819268e-10
243,0,1.0187354e-08
2430,1,0.9999995
2431,1,0.9999927
2432,1,0.9999949
2433,1,0.9999914
2434,0,4.431623e-06
2435,0,9.358822e-17
2436,0,0.19298786
2437,1,1.0
2438,1,0.99998987
2439,0,2.6464398e-11
244,1,0.9999958
2440,0,4.520514e-07
2441,1,0.9191713
2442,1,1.0
2443,0,1.5264121e-23
2444,1,1.0
2445,1,1.0
2446,0,0.0151522085
2447,1,1.0
2448,1,0.97035664
2449,0,1.148857e-05
245,1,0.999944
2450,1,0.6168604
2451,1,0.99999654
2452,1,0.98692375
2453,0,2.6164866e-18
2454,0,4.5443587e-09
2455,0,1.1456286e-06
2456,1,0.9852491
2457,1,1.0
2458,0,0.0018914822
2459,1,0.99962234
246,0,1.1959996e-06
2460,0,1.421074e-09
2461,0,3.4051306e-10
2462,1,0.9999821
2463,0,9.49301e-10
2464,1,1.0
2465,1,0.9999999
2466,1,0.99999917
2467,1,1.0
2468,1,0.9264729
2469,1,0.99999976
247,1,1.0
2470,1,0.9999348
2471,1,0.99999833
2472,1,0.99998784
2473,0,5.902381e-05
2474,1,0.99971896
2475,0,0.00091948145
2476,1,1.0
2477,0,0.020223215
2478,1,0.9993901
2479,0,1.4164034e-09
248,0,9.347407e-13
2480,0,8.829697e-13
2481,1,1.0
2482,1,1.0
